ArNr,Artikelbezeichnung,PreisD,Rabattpreis,PreisCH,VE,Lagerbestand_generell,Bestelldatum1,Bestellmenge1,Bestelldatum2,Bestellmenge2,Bestelldatum3,Bestellmenge3,Kategorie,Subkategorie,Lagerbestand_sofort,Exportkennzeichen,Farbe,Groesse,Kennzeichen,Lagerbestand_physisch,
000004,          Holzstab                  4 mm,       0,       0,       0,    10,       254,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,            254,1,          natur,              0,              000003,254,
000006,          Holzstab                  6 mm,       0,       0,       0,     1,        90,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,             90,1,          natur,              0,              000003,90,
000008,          Holzstab                  8 mm,       0,       0,       0,    20,        18,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,             18,1,          natur,              0,              000003,18,
001005021,  Leuchte Pine schwarz 79cm *NICE PRICE*,   65.99,       0,       0,     1,         0,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,UNKATEGORISIERT,              0, ,undefiniert,undefiniert,                    ,0,
001005022,  Leuchte Pine schwarz 60cm *NICE PRICE*,   49.99,       0,       0,     1,         0,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,UNKATEGORISIERT,              0, ,undefiniert,undefiniert,                    ,0,
001005023,     Leuchte Pine weiß 79cm *NICE PRICE*,   65.99,       0,       0,     1,         0,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,UNKATEGORISIERT,              0, ,undefiniert,undefiniert,                    ,0,
001005024,     Leuchte Pine weiß 60cm *NICE PRICE*,   49.99,       0,       0,     1,         0,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,UNKATEGORISIERT,              0, ,undefiniert,undefiniert,                    ,0,
001008001,     Leuchte Dusk weiß 80cm *NICE PRICE*,   29.99,       0,       0,     1,         0,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,UNKATEGORISIERT,              0, ,undefiniert,undefiniert,                    ,0,
001008002,  Leuchte Dusk schwarz 80cm *NICE PRICE*,   29.99,       0,       0,     1,         0,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,UNKATEGORISIERT,              0, ,undefiniert,undefiniert,                    ,0,
001008004,     Leuchte Dawn weiß 75cm *NICE PRICE*,   29.99,       0,       0,     1,        -2,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,UNKATEGORISIERT,             -2, ,undefiniert,undefiniert,                    ,-2,
001008005,  Leuchte Dawn schwarz 75cm *NICE PRICE*,   29.99,       0,       0,     1,         0,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,UNKATEGORISIERT,              0, ,undefiniert,undefiniert,                    ,0,
001008006,     Leuchte Dawn gold 75cm *NICE PRICE*,   39.99,       0,       0,     1,         0,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,UNKATEGORISIERT,              0, ,undefiniert,undefiniert,                    ,0,
004005007,      Schale Pine gold 62cm *NICE PRICE*,   29.99,       0,       0,     1,         0,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                        SCHALE,              0, ,undefiniert,undefiniert,                    ,0,
004005008,   Schale Pine schwarz 62cm *NICE PRICE*,   29.99,       0,       0,     1,         0,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                        SCHALE,              0, ,undefiniert,undefiniert,                    ,0,
004005009,      Schale Pine weiß 62cm *NICE PRICE*,   29.99,       0,       0,     1,         0,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                        SCHALE,              0, ,undefiniert,undefiniert,                    ,0,
100000,                  Messe-Aktion INSPIRIO®,       0,       0,       0,     0,         0,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,UNKATEGORISIERT,              0, ,undefiniert,undefiniert,                    ,0,
222162,           Pokal Tazza mocca matt 16.5cm,    3.99,       0,    6.99,     4,        59,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             59,1,     mocca matt,           16.5,              222162,59,
222163,           Pokal Tazza mocca matt 19.5cm,    6.99,       0,   11.19,     2,        11,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             11,1,     mocca matt,           19.5,              222162,11,
222164,             Pokal Tazza mocca matt 22cm,   11.99,       0,   18.19,     2,        15,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             15,1,     mocca matt,             22,              222162,15,
222507, Teelichtkugel Ramos Inspirio schw. 11cm,    1.59,       0,    2.99,     6,       122,          ,     ,          ,     ,          ,     ,                          SALE,                TEE-/WINDLICHT,            122,1,        schwarz,             11,              222507,122,
222508, Teelichtkugel Ramos Inspirio schw. 16cm,    2.29,       0,    4.69,     6,       118,          ,     ,          ,     ,          ,     ,                          SALE,                TEE-/WINDLICHT,            118,1,        schwarz,             16,              222507,118,
222512,    Dekokugel Ramos Inspirio schwarz 9cm,    0.79,       0,    2.09,     6,        89,          ,     ,          ,     ,          ,     ,                          SALE,                   DEKO-OBJEKT,             89,1,        schwarz,              9,              222507,89,
222513,   Dekokugel Ramos Inspirio schwarz 11cm,    0.99,       0,    2.99,     6,       168,          ,     ,          ,     ,          ,     ,                          SALE,                   DEKO-OBJEKT,            168,1,        schwarz,             11,              222507,168,
222514,   Dekokugel Ramos Inspirio schwarz 16cm,    1.99,       0,    4.69,     6,       162,          ,     ,          ,     ,          ,     ,                          SALE,                   DEKO-OBJEKT,            162,1,        schwarz,             16,              222507,162,
224201,      Kübel Daisy flower power weiß 14cm,    0.79,       0,    0.99,     9,         2,          ,     ,          ,     ,          ,     ,                          SALE,                         KÜBEL,              2,1,           weiß,             14,              224200,2,
224202,      Kübel Daisy flower power weiß 16cm,    0.99,       0,    1.39,     6,       190,          ,     ,          ,     ,          ,     ,                          SALE,                         KÜBEL,            190,1,           weiß,             16,              224200,190,
224203,      Kübel Daisy flower power weiß 18cm,    1.39,       0,    1.99,     4,       137,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            137,1,           weiß,             18,              224200,137,
224212,        Kübel New Sila Wood vintage 12cm,    1.59,       0,    2.19,     9,        22,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             22,1,        vintage,             12,              224204,22,
224213,        Kübel New Sila Wood vintage 14cm,    1.99,       0,    2.69,     9,       162,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            162,1,        vintage,             14,              224204,162,
224214,        Kübel New Sila Wood vintage 16cm,    2.59,       0,    3.59,     6,        40,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             40,1,        vintage,             16,              224204,40,
224222,    Kübel New Sila Stone grau-beige 16cm,    1.89,       0,    2.59,     6,        11,          ,     ,          ,     ,          ,     ,                          SALE,                         KÜBEL,             11,1,     grau-beige,             16,              224204,11,
224652,                 Zylinderkübel weiß 12cm,    0.99,       0,       0,    18,        16,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             16,1,           weiß,             12,              224652,16,
224653,                SmartPot Mum weiß 13.5cm,    1.99,       0,    2.79,     6,       179,          ,     ,          ,     ,          ,     ,                          SALE,                         KÜBEL,            179,1,     i love mum,           13.5,              224653,179,
224654,                 Zylinderkübel weiß 15cm,    2.59,       0,       0,    10,       205,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            205,1,           weiß,             15,              224652,205,
224699,         Mini-Kübel Nemo deluxe weiß 8cm,    0.99,       0,    1.39,    20,       196,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            196,1,           weiß,              8,              224699,196,
